"gender","Grade","LxclScor","FlldScor","cnfgrtnLR","cnfgrtnUD","RdcNoMuti","RdcNodub","trspT","trspV","SRngA","SRngH","PType_Onset","PType_Rime","PType_Tone","PType_None","PType_Mark","PType_1of3","PType_2of3","PType_3of3","MMCScor","MMPScor","MMFScor","COnstScor","CRimScor","CTnScor","POnstScor","PRimScor","PTnScor","DD","stud_ids"
"1","5",49,50,8,17,13,12,11,14,5,20,17,13,12,3,1,7,7,7,25,2,4,16,11,6,10,8,5,"Normal",22190303
"0","5",6,7,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,3,1,3,0,1,3,"Dyslexia",22190304
"1","5",47,50,15,23,19,19,19,19,10,28,26,19,21,3,2,11,11,11,38,0,0,6,1,6,3,1,4,"Normal",22190305
"0","5",37,43,2,2,4,0,3,1,0,4,2,0,2,0,2,0,2,0,4,0,7,21,18,6,13,13,7,"Dyslexia",22190306
"1","5",40,44,1,3,4,0,2,2,0,4,3,1,3,0,1,0,2,1,4,1,7,29,16,7,20,10,8,"Dyslexia",22190307
"1","5",16,18,2,1,1,2,1,2,1,2,1,1,1,1,0,1,1,0,3,1,0,9,3,9,5,2,4,"Dyslexia",22190309
"0","5",44,50,5,17,14,8,10,12,5,17,13,9,13,4,1,4,8,5,22,0,2,15,5,16,12,2,11,"Normal",22190310
"1","5",44,50,12,18,15,15,14,16,9,21,14,12,13,4,4,10,7,5,30,1,2,10,3,7,7,1,5,"Normal",22190311
"1","5",45,49,6,9,11,4,9,6,3,12,11,5,6,3,1,2,7,2,15,2,1,13,11,18,7,7,10,"Normal",22190312
"1","5",49,50,15,19,14,20,15,19,10,24,20,14,18,4,4,8,10,8,34,2,4,8,8,5,3,6,5,"Normal",22190313
"1","5",42,43,11,24,15,20,18,17,7,28,20,15,16,5,3,10,10,7,35,1,0,5,3,6,3,3,3,"Normal",22190315
"1","5",50,50,17,26,20,23,22,21,11,32,27,20,25,4,3,12,12,12,43,0,1,6,2,3,3,1,2,"Normal",22190317
"0","5",49,50,16,23,18,21,18,21,13,26,22,16,23,4,4,12,8,11,39,1,2,7,7,6,4,4,5,"Normal",22190318
"1","5",50,50,15,28,20,23,22,21,12,31,25,19,23,4,4,13,12,10,43,0,3,6,3,3,5,2,3,"Normal",22190319
"1","5",50,50,15,25,18,22,21,19,12,28,23,19,21,4,5,10,10,11,40,1,1,7,3,6,4,1,5,"Normal",22190321
"0","5",26,26,5,13,5,13,10,8,5,13,9,8,11,3,0,6,5,4,18,0,0,2,4,6,1,1,3,"Normal",22190322
"0","5",46,49,13,21,20,14,18,16,9,25,20,15,18,4,5,7,8,10,34,1,1,9,3,10,7,2,3,"Normal",22190323
"0","5",41,41,16,21,15,22,17,20,10,27,20,16,20,3,4,12,10,8,37,1,0,3,2,3,2,0,1,"Normal",22190324
"1","5",18,26,2,3,3,2,3,2,1,4,4,2,4,0,1,0,2,2,5,0,1,7,3,10,6,1,7,"Dyslexia",22190325
"0","5",42,48,1,7,2,6,3,5,2,6,3,4,6,0,0,4,3,1,8,2,3,19,10,21,14,9,14,"Normal",22190326
"0","5",33,39,2,3,2,3,1,4,1,4,4,2,3,0,0,2,2,1,5,0,1,6,6,9,6,5,7,"Dyslexia",22190327
"0","5",50,50,17,28,20,25,21,24,13,32,26,21,24,5,4,12,13,11,45,1,4,3,2,3,2,3,2,"Normal",22190328
"1","5",40,45,3,2,3,2,1,4,1,4,1,3,2,1,1,1,1,1,5,1,6,26,12,15,20,7,10,"Normal",22190329
"0","5",49,50,14,22,16,20,18,18,10,26,22,15,21,3,4,11,7,11,36,3,2,11,5,4,3,4,0,"Normal",22190330
"1","5",25,33,1,3,3,1,2,2,2,2,4,3,4,0,0,0,1,3,4,0,3,9,9,11,5,4,7,"Dyslexia",22190332
"0","5",48,50,16,21,17,20,20,17,11,26,23,16,20,4,4,9,10,10,37,0,2,6,1,4,5,1,3,"Normal",22190334
"1","5",47,49,10,18,16,12,13,15,6,22,17,12,18,3,3,6,7,9,28,2,4,13,6,10,6,5,4,"Normal",22190335
"0","5",49,50,13,24,18,19,18,19,11,26,21,17,18,4,4,10,11,8,37,0,4,8,5,8,7,4,7,"Normal",22190336
"1","5",5,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,3,1,0,2,"Normal",22190337
"0","5",45,50,12,21,16,17,19,14,9,24,20,17,18,2,3,10,9,9,33,0,2,6,4,6,4,1,6,"Normal",22190338
"0","5",49,50,15,27,19,23,20,22,11,31,25,21,24,3,4,12,11,12,42,3,1,6,2,2,1,0,1,"Normal",22190339
"1","5",49,50,15,26,21,20,20,21,11,30,25,19,23,3,5,10,12,11,41,0,1,5,1,4,4,0,5,"Normal",22190340
"1","5",41,49,9,12,10,11,10,11,5,16,12,9,13,1,1,8,7,4,21,0,2,11,9,16,9,5,11,"Normal",22190341
"1","5",37,42,5,9,5,9,7,7,3,11,7,5,9,2,1,5,2,4,14,2,3,11,9,15,6,5,7,"Normal",22190342
"0","5",37,44,3,4,3,4,4,3,1,6,4,3,5,1,0,2,2,2,7,1,2,19,9,13,12,4,8,"Normal",22190343
"0","5",49,50,12,24,16,20,18,18,10,26,21,16,21,3,2,13,9,9,36,0,4,11,7,5,11,4,4,"Normal",22190345
"1","5",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,"Normal",22190346
"0","5",47,50,13,26,21,18,21,18,12,27,23,17,18,4,5,10,12,8,39,0,1,3,3,5,3,2,3,"Normal",22190347
"0","5",23,30,1,1,1,1,1,1,0,2,0,1,2,0,0,1,1,0,2,0,0,0,2,4,1,0,6,"Dyslexia",22190348
"0","5",39,43,11,18,15,14,16,13,9,20,19,13,18,2,2,8,9,8,29,0,3,8,5,7,4,4,4,"Normal",22190349
"0","5",50,50,17,27,20,24,22,22,14,30,26,20,23,4,4,13,13,10,44,0,1,3,4,2,2,2,3,"Normal",22190350
"1","5",50,50,16,22,17,21,21,17,10,28,24,18,18,5,3,10,10,10,38,0,2,4,6,8,2,6,8,"Normal",22190351
"1","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",22190352
"0","5",45,50,13,18,16,15,14,17,8,23,18,13,17,4,2,9,9,7,31,2,1,9,6,9,4,3,6,"Normal",22190353
"0","5",50,50,20,25,22,23,23,22,11,34,28,20,24,4,5,12,12,12,45,0,2,4,1,5,2,2,2,"Normal",22190354
"1","5",44,50,4,8,9,3,8,4,2,10,9,3,5,2,1,2,6,1,12,1,4,20,10,18,11,6,11,"Normal",22190355
"1","5",40,48,8,19,10,17,13,14,4,23,12,12,15,4,1,10,7,5,27,0,2,7,8,8,7,5,7,"Normal",22190356
"0","5",49,50,16,23,21,18,19,20,12,27,26,19,20,4,4,8,12,11,39,1,2,3,4,6,3,3,4,"Normal",22190359
"0","5",46,50,13,21,16,18,18,16,8,26,20,15,17,4,4,8,10,8,34,2,1,7,6,7,4,3,3,"Normal",22190360
"1","5",44,49,9,20,17,12,17,12,6,23,19,11,15,1,5,7,10,6,29,1,2,7,9,6,7,8,5,"Normal",22190601
"0","5",44,49,9,16,13,12,9,16,5,20,17,12,16,2,2,6,6,9,25,2,1,9,12,13,4,7,9,"Normal",22190602
"1","5",39,42,3,10,4,9,7,6,2,11,8,5,7,0,1,5,6,1,13,0,6,15,14,6,12,10,4,"Normal",22190603
"1","5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Normal",22190604
"0","5",50,50,18,24,19,23,20,22,13,29,26,20,24,4,3,12,11,12,42,0,1,4,4,5,4,3,2,"Normal",22190605
"0","5",43,49,5,7,9,3,6,6,4,8,9,6,6,3,0,2,2,5,12,1,6,21,13,5,16,6,6,"Normal",22190606
"0","5",47,50,14,21,18,17,15,20,10,25,20,17,18,4,4,9,8,10,35,2,1,10,4,4,7,2,3,"Normal",22190607
"1","5",45,50,9,19,15,13,16,12,7,21,15,11,15,4,2,8,9,5,28,0,0,9,7,10,8,4,5,"Normal",22190608
"0","5",47,48,2,6,6,2,6,2,3,5,5,5,5,1,1,0,3,3,8,1,9,30,19,8,24,11,7,"Normal",22190609
"0","5",50,50,19,26,20,25,22,23,13,32,27,22,25,4,4,13,11,13,45,0,1,1,2,4,2,1,1,"Normal",22190610
"0","5",48,50,12,22,19,15,20,14,9,25,19,13,17,4,3,11,10,6,34,1,3,11,5,9,7,3,7,"Normal",22190611
"1","5",32,39,2,3,2,3,3,2,0,5,4,2,3,0,1,1,1,2,5,1,2,7,5,5,5,4,4,"Normal",22190612
"1","5",50,50,17,25,18,24,22,20,12,30,27,19,22,5,2,12,13,10,42,0,0,7,0,7,5,0,6,"Normal",22190613
"0","5",46,50,14,21,17,18,19,16,7,28,20,13,17,4,4,10,11,6,35,1,2,8,4,4,4,3,2,"Normal",22190614
"0","5",41,49,1,12,5,8,8,5,1,12,8,6,9,1,0,3,7,2,13,0,2,13,4,20,9,3,12,"Normal",22190615
"1","5",44,48,7,14,11,10,9,12,3,18,13,9,11,3,2,5,5,6,21,1,1,16,6,15,11,4,7,"Normal",22190617
"0","5",39,48,3,6,6,3,5,4,2,7,6,4,4,1,0,4,2,2,9,0,2,21,6,12,17,4,10,"Dyslexia",22190618
"0","5",43,49,8,9,5,12,9,8,4,13,7,6,7,3,3,5,3,3,17,0,4,20,8,10,16,3,6,"Normal",22190619
"1","5",23,27,6,9,6,9,8,7,4,11,8,5,9,2,1,4,6,2,15,0,1,5,3,7,3,3,2,"Normal",22190620
"0","5",48,50,14,27,19,22,21,20,9,32,22,18,21,5,4,12,11,9,41,0,0,6,1,6,6,1,3,"Normal",22190621
"0","5",50,50,19,27,23,23,22,24,13,33,28,21,22,5,5,12,13,11,46,0,1,1,3,2,1,2,2,"Normal",22190622
"0","5",49,50,10,24,17,17,18,16,8,26,19,14,18,4,3,11,8,8,34,0,2,6,5,12,6,7,8,"Normal",22190624
"0","5",49,49,5,10,10,5,9,6,3,12,9,5,12,0,1,5,6,3,15,2,5,16,14,17,11,12,11,"Normal",22190625
"0","5",49,50,19,26,20,25,23,22,12,33,26,19,22,5,4,14,13,9,45,0,1,3,1,3,3,1,3,"Normal",22190626
"1","5",50,50,14,26,21,19,20,20,10,30,23,16,21,5,4,12,9,10,40,1,2,6,5,6,4,3,2,"Normal",22190627
"1","5",39,47,3,0,2,1,1,2,1,2,2,1,1,0,1,1,0,1,3,0,6,21,8,7,16,8,8,"Normal",22190628
"0","5",12,21,0,3,2,1,2,1,1,2,2,2,3,0,0,0,2,1,3,0,0,1,2,5,1,2,3,"Dyslexia",22190629
"1","5",18,23,0,4,2,2,3,1,1,3,3,3,4,0,0,0,2,2,4,0,1,7,4,10,6,3,6,"Dyslexia",22190630
"0","5",44,50,7,18,11,14,16,9,3,22,13,10,16,3,1,9,6,6,25,0,4,13,3,12,12,4,8,"Normal",22190631
"0","5",36,39,1,2,2,1,2,1,2,1,3,2,2,0,0,0,2,1,3,0,5,19,10,14,11,6,5,"Dyslexia",22190632
"1","5",48,49,13,20,13,20,15,18,11,22,18,14,16,4,4,9,9,7,33,0,1,8,3,10,6,1,7,"Normal",22190633
"1","5",45,49,6,16,13,9,10,12,6,16,14,13,16,2,0,5,7,8,22,0,2,18,3,13,12,1,8,"Normal",22190634
"1","5",43,48,9,26,17,18,18,17,7,28,21,18,20,2,3,11,9,10,35,1,1,4,4,3,3,3,0,"Normal",22190635
"1","5",48,48,13,18,15,16,16,15,7,24,18,10,16,4,3,10,8,6,31,1,3,11,7,8,7,5,6,"Dyslexia",22190636
"1","5",46,48,15,20,16,19,19,16,9,26,20,11,17,3,5,11,11,5,35,1,1,4,7,3,1,4,4,"Normal",22190637
"1","5",45,47,6,7,6,7,4,9,4,9,6,5,7,1,3,2,5,2,13,0,3,18,6,11,16,4,14,"Normal",22190638
"1","5",50,50,19,28,22,25,24,23,13,34,28,21,24,5,4,14,13,11,47,0,1,2,2,1,2,2,1,"Normal",22190639
"1","5",44,47,12,16,17,11,14,14,9,19,18,10,13,3,3,8,9,5,28,0,1,9,7,9,6,6,7,"Normal",22190640
"0","5",49,50,15,25,19,21,22,18,12,28,22,15,18,4,5,13,12,6,40,1,3,5,8,1,2,6,2,"Normal",22190641
"1","5",43,49,6,8,10,4,7,7,3,11,9,5,11,1,1,2,7,3,14,1,3,16,9,20,12,6,11,"Normal",22190642
"1","5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",22190643
"0","5",29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,7,10,2,8,"Dyslexia",22190644
"0","5",50,50,19,25,20,24,22,22,13,31,25,19,22,5,5,13,10,11,44,0,1,2,2,3,2,1,2,"Normal",22190645
"1","5",48,50,8,15,11,12,13,10,3,20,15,9,14,1,2,8,6,6,23,2,3,18,4,17,8,2,8,"Normal",22190646
"1","5",48,49,11,20,16,15,16,15,7,24,18,13,16,4,4,7,8,8,31,1,2,12,6,11,6,5,7,"Normal",22190647
"1","5",42,45,9,12,13,8,11,10,6,15,12,10,8,2,3,5,8,3,21,0,1,16,2,14,9,1,11,"Normal",22190649
"1","5",48,50,12,20,16,16,18,14,7,25,18,10,17,4,4,10,7,7,32,4,2,11,5,7,5,2,6,"Normal",22190650
"1","5",48,49,8,17,12,13,15,10,5,20,11,8,13,4,4,7,5,5,25,1,7,12,11,13,12,5,9,"Normal",22190651
"0","5",48,49,6,10,6,10,8,8,3,13,6,5,9,1,2,8,3,2,16,1,2,12,10,10,8,6,11,"Normal",22190652
"0","5",46,50,6,21,15,12,14,13,5,22,18,10,14,4,2,7,7,7,27,1,2,9,5,8,6,3,9,"Normal",22190653
"0","5",49,50,17,27,23,21,22,22,11,33,25,19,23,4,5,14,10,11,44,1,1,5,2,3,4,2,1,"Normal",22190654
"1","5",50,50,14,25,18,21,19,20,8,31,21,16,19,5,3,13,11,7,39,1,3,8,5,4,7,5,4,"Normal",22190655
"0","5",49,50,18,24,22,20,20,22,10,32,26,20,25,4,4,10,11,13,42,3,2,4,3,2,0,1,3,"Normal",22190656
"1","5",50,50,18,28,21,25,23,23,13,33,28,22,25,4,4,13,13,12,46,0,1,2,3,3,1,1,3,"Normal",22190657
"0","5",46,50,5,16,11,10,11,10,5,16,11,7,13,3,1,7,6,4,21,1,4,14,8,21,11,6,15,"Normal",22190658
"0","5",48,50,17,27,22,22,24,20,13,31,26,22,22,4,5,12,11,12,44,0,1,4,3,1,3,1,2,"Normal",22190659
"1","5",25,31,3,1,4,0,2,2,1,3,3,1,2,0,1,1,1,1,4,0,5,7,10,9,4,8,5,"Normal",22190660
"0","5",47,50,14,23,18,19,20,17,9,28,22,17,21,3,5,9,9,11,37,1,1,10,0,7,4,1,3,"Normal",22191001
"0","5",26,29,5,10,9,6,7,8,4,11,11,6,8,1,2,3,5,4,15,0,0,8,2,9,5,1,5,"Normal",22191002
"1","5",50,50,19,29,23,25,23,25,13,35,28,22,26,5,5,13,12,13,48,0,1,1,0,2,1,1,0,"Normal",22191003
"0","5",33,41,2,9,7,4,6,5,2,9,8,6,8,0,1,1,6,3,11,1,4,12,6,9,8,4,6,"Normal",22191004
"1","5",42,49,4,5,5,4,3,6,0,9,4,5,3,1,2,1,4,1,9,0,1,17,7,22,13,5,17,"Normal",22191005
"0","5",50,50,13,22,17,18,16,19,10,25,20,15,18,3,3,12,10,7,35,0,3,5,7,9,5,4,6,"Normal",22191007
"0","5",40,43,3,4,5,2,6,1,2,5,5,3,5,0,2,0,2,3,7,0,2,15,10,20,11,7,12,"Dyslexia",22191008
"0","5",49,49,19,28,23,24,23,24,12,35,28,21,25,4,5,14,12,12,47,0,0,1,0,2,1,0,1,"Normal",22191009
"1","5",48,50,14,22,19,17,19,17,7,29,23,16,16,4,4,9,11,8,36,0,0,8,2,9,8,2,8,"Normal",22191012
"0","5",49,50,11,13,10,14,11,13,7,17,14,11,12,1,2,9,8,4,24,1,6,20,12,9,16,6,8,"Normal",22191014
"0","5",50,50,10,22,13,19,16,16,10,22,18,15,18,3,4,8,8,9,32,2,6,15,7,8,11,3,6,"Normal",22191015
"1","5",3,4,1,1,1,1,1,1,1,1,2,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,"Normal",22191016
"1","5",41,49,2,2,3,1,2,2,0,4,2,2,1,1,1,0,1,1,4,0,3,16,9,9,11,7,9,"Normal",22191017
"0","5",48,50,11,18,15,14,10,19,6,23,18,14,15,5,2,7,5,10,29,3,3,10,5,11,7,3,11,"Normal",22191018
"1","5",47,50,12,23,15,20,15,20,7,28,19,16,21,4,2,12,7,10,35,0,0,9,2,10,9,1,8,"Normal",22191019
"1","5",49,50,14,21,18,17,19,16,9,26,22,13,19,3,4,10,10,8,35,0,3,7,7,10,2,7,7,"Normal",22191020
"0","5",48,50,12,20,15,17,16,16,8,24,20,14,18,3,3,10,6,10,32,2,4,10,4,9,9,3,6,"Normal",22191021
"1","5",5,9,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Dyslexia",22191022
"1","5",44,48,7,18,12,13,13,12,3,22,15,12,15,3,1,6,9,6,25,2,2,9,10,13,6,7,7,"Normal",22191023
"0","5",45,49,10,21,15,16,14,17,7,24,18,16,18,3,3,7,9,9,31,0,2,8,6,7,5,2,4,"Normal",22191024
"1","5",46,50,15,23,20,18,18,20,10,28,23,17,22,3,5,9,10,11,38,0,3,7,3,5,3,3,2,"Normal",22191025
"0","5",43,46,8,11,9,10,9,10,5,14,9,8,9,3,3,6,1,6,19,2,4,10,7,14,8,6,6,"Normal",22191026
"0","5",47,49,16,20,19,17,16,20,10,26,24,16,22,4,2,9,10,11,36,3,1,10,3,5,4,2,2,"Normal",22191027
"0","5",43,46,12,19,13,18,14,17,8,23,18,12,20,3,1,11,9,7,31,0,1,10,4,8,8,4,4,"Normal",22191028
"0","5",49,50,17,25,20,22,19,23,13,29,25,19,23,4,4,12,11,11,42,2,2,6,5,2,3,3,1,"Normal",22191029
"1","5",50,50,18,23,21,20,21,20,12,29,24,18,20,4,5,12,10,10,41,0,2,4,3,6,3,2,4,"Normal",22191030
"1","5",48,50,17,26,23,20,21,22,12,31,27,18,20,5,5,11,12,10,43,0,1,5,2,3,3,1,3,"Normal",22191031
"0","5",50,50,19,24,22,21,21,22,12,31,26,18,23,4,5,13,9,12,43,0,1,5,3,5,2,2,2,"Normal",22191032
"1","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dyslexia",22191033
"1","5",50,50,13,24,17,20,19,18,7,30,22,17,21,4,3,10,10,10,37,0,3,7,5,8,6,6,3,"Normal",22191034
"0","5",39,41,6,11,6,11,7,10,1,16,8,4,9,3,1,7,4,2,17,1,5,19,9,9,12,6,6,"Normal",22191036
"1","5",1,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Normal",22191037
"1","5",12,13,0,8,2,6,5,3,2,6,6,6,3,0,0,3,3,2,8,0,0,3,2,2,3,1,1,"Normal",22191038
"0","5",47,49,8,20,16,12,14,14,6,22,17,11,16,2,3,8,9,6,28,2,4,10,7,13,7,5,8,"Normal",22191039
"0","5",37,39,6,10,7,9,8,8,4,12,10,5,9,3,0,4,7,2,16,1,1,12,11,5,9,9,2,"Normal",22191040
"0","5",49,50,17,24,20,21,21,20,10,31,24,17,21,5,4,12,10,10,41,0,3,4,2,3,4,2,2,"Normal",22191041
"1","5",19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,0,3,"Dyslexia",22191042
"1","5",3,9,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,"Normal",22191043
"1","5",38,45,1,4,1,4,3,2,0,5,3,3,1,2,0,0,2,1,5,1,3,21,6,14,14,4,10,"Normal",22191044
"0","5",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Dyslexia",22191045
"1","5",46,49,11,18,16,13,17,12,7,22,16,12,15,3,4,8,7,7,29,2,1,10,8,9,5,3,9,"Normal",22191046
"1","5",49,50,11,22,18,15,19,14,7,26,20,14,17,4,5,5,11,8,33,0,3,9,4,11,5,3,8,"Normal",22191047
"1","5",47,50,17,26,22,21,22,21,12,31,27,20,21,3,5,13,11,11,43,1,2,4,3,1,1,2,0,"Normal",22191048
"0","5",37,39,12,20,14,18,17,15,9,23,19,15,19,2,2,11,9,8,32,0,1,4,2,4,3,0,4,"Normal",22191049
"1","5",50,50,18,27,20,25,22,23,12,33,26,22,22,5,4,14,10,12,45,1,0,3,2,3,2,1,2,"Normal",22191050
"0","5",45,48,7,16,10,13,11,12,6,17,11,8,13,2,2,9,7,3,23,1,5,14,8,11,10,5,10,"Normal",22191051
"0","5",49,50,17,24,19,22,21,20,11,30,25,19,21,4,4,12,10,11,41,1,3,3,4,3,3,2,3,"Normal",22191052
"0","5",15,18,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,12,0,7,9,0,4,"Normal",22191053
"1","5",45,50,13,19,15,17,15,17,9,23,19,15,19,2,3,10,8,9,32,1,1,5,11,8,3,4,5,"Normal",22191054
"0","5",50,50,19,24,20,23,21,22,12,31,26,20,23,4,5,12,9,13,43,3,3,6,3,3,1,2,2,"Normal",22191055
"1","5",45,50,6,16,10,12,12,10,6,16,11,8,13,3,1,8,6,4,22,1,2,11,8,10,10,6,8,"Normal",22191056
"0","5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dyslexia",22191057
"0","5",33,37,6,12,8,10,11,7,7,11,8,9,8,2,3,5,4,4,18,0,1,10,12,2,10,7,1,"Normal",22191058
"1","5",47,50,12,28,20,20,22,18,8,32,21,16,18,5,5,12,11,7,40,0,2,5,3,4,4,3,3,"Normal",22191059
"0","4",36,44,2,2,4,0,2,2,1,3,4,4,4,0,0,0,0,4,4,1,6,19,9,6,12,7,10,"Normal",22200301
"0","4",45,50,7,15,12,10,11,11,6,16,16,11,15,1,1,4,10,6,22,1,4,16,12,12,11,6,8,"Normal",22200303
"1","4",41,45,5,10,5,10,7,8,4,11,8,6,9,1,2,5,3,4,15,2,1,11,13,12,3,5,9,"Normal",22200304
"0","4",39,41,2,4,2,4,3,3,1,5,3,4,3,1,0,2,1,2,6,3,5,15,12,11,11,6,7,"Dyslexia",22200305
"1","4",41,46,7,15,12,10,13,9,4,18,13,10,13,2,2,6,6,6,22,0,3,13,7,14,7,4,7,"Normal",22200308
"0","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",22200310
"1","4",28,32,2,3,4,1,3,2,2,3,5,0,5,0,0,0,5,0,5,0,1,5,6,12,2,5,6,"Normal",22200311
"0","4",37,40,3,6,7,2,6,3,1,8,6,3,6,0,2,1,4,2,9,2,2,12,4,18,8,1,13,"Normal",22200312
"0","4",50,50,16,25,21,20,22,19,12,29,26,18,23,4,4,11,10,12,41,1,2,6,5,3,2,3,2,"Normal",22200313
"0","4",31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,4,12,19,2,12,"Normal",22200314
"1","4",47,49,13,19,19,13,15,17,7,25,19,13,19,3,5,6,9,9,32,2,2,6,4,5,3,3,1,"Normal",22200315
"0","4",27,30,0,3,0,3,2,1,0,3,2,1,2,0,0,2,0,1,3,0,4,12,5,2,7,4,2,"Normal",22200316
"1","4",37,43,9,13,11,11,11,11,6,16,12,7,11,2,3,7,7,3,22,2,4,6,5,9,4,5,5,"Normal",22200317
"0","4",50,50,15,20,17,18,15,20,9,26,22,15,18,4,4,8,10,9,35,2,2,7,4,6,5,3,6,"Normal",22200318
"0","4",48,50,8,11,9,10,8,11,7,12,14,10,14,2,0,3,7,7,19,2,4,15,12,10,8,9,7,"Normal",22200319
"1","4",50,50,17,21,19,19,17,21,10,28,24,17,20,4,2,13,9,10,38,0,1,6,3,7,6,2,5,"Normal",22200321
"1","4",2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",22200322
"0","4",32,39,0,2,1,1,1,1,0,2,2,1,2,0,0,0,1,1,2,0,3,13,10,4,11,4,4,"Normal",22200324
"1","4",13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,1,4,"Normal",22200325
"1","4",39,44,5,10,11,4,10,5,2,13,10,6,9,1,3,1,6,4,15,1,2,13,4,11,8,3,6,"Normal",22200326
"1","4",47,50,11,18,14,15,14,15,5,24,23,14,18,1,1,8,10,9,29,2,3,8,2,14,6,2,4,"Normal",22200327
"1","4",6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,3,"Normal",22200328
"0","4",42,44,4,7,6,5,5,6,1,10,8,5,8,0,0,4,4,3,11,1,6,16,11,13,12,7,8,"Normal",22200329
"1","4",19,25,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,2,5,2,3,5,3,1,"Dyslexia",22200331
"1","4",45,50,6,10,11,5,10,6,4,12,12,7,10,1,2,2,6,5,16,1,4,18,14,19,10,7,10,"Normal",22200332
"1","4",29,35,0,6,3,3,4,2,0,6,5,2,3,0,0,2,4,0,6,1,2,14,8,12,8,4,9,"Normal",22200333
"1","4",20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,7,4,3,3,"Normal",22200334
"0","4",48,48,17,23,17,23,21,19,13,27,22,16,21,5,3,14,9,9,40,0,1,4,5,3,4,5,3,"Normal",22200336
"0","4",46,50,12,16,15,13,14,14,6,22,19,13,17,3,1,7,9,8,28,2,3,9,7,9,6,5,8,"Normal",22200337
"0","4",44,49,4,11,10,5,8,7,5,10,9,6,8,2,1,4,5,3,15,1,3,13,12,13,7,5,13,"Normal",22200338
"0","4",36,43,0,2,1,1,2,0,0,2,1,0,2,0,0,1,1,0,2,1,5,27,9,12,21,4,9,"Normal",22200339
"1","4",45,50,10,21,15,16,18,13,8,23,20,15,19,1,3,8,11,8,31,0,2,9,4,7,6,1,4,"Normal",22200340
"0","4",47,50,16,19,19,16,17,18,11,24,24,16,21,3,4,7,9,12,35,1,3,6,3,7,2,1,4,"Normal",22200341
"0","4",50,50,12,20,14,18,18,14,8,24,17,16,18,4,4,6,9,9,32,0,1,7,6,9,5,2,6,"Normal",22200342
"0","4",45,50,11,18,15,14,16,13,9,20,19,16,15,3,4,4,8,10,29,1,3,9,3,9,4,1,8,"Normal",22200343
"1","4",23,27,3,2,3,2,3,2,2,3,4,1,4,0,1,0,3,1,5,1,0,2,2,7,2,2,3,"Dyslexia",22200344
"1","4",5,11,2,0,1,1,0,2,1,1,1,1,1,0,0,1,1,0,2,0,0,0,1,3,0,1,3,"Normal",22200345
"0","4",45,50,5,14,9,10,12,7,5,14,10,9,12,1,1,6,8,3,19,0,5,14,11,12,11,6,8,"Normal",22200346
"0","4",46,50,7,17,14,10,13,11,8,16,16,12,13,2,3,3,10,6,24,1,3,13,5,11,7,3,9,"Normal",22200347
"0","4",33,37,1,8,4,5,7,2,1,8,4,4,3,1,1,3,4,0,9,1,2,21,10,10,13,5,6,"Normal",22200348
"1","4",32,37,4,8,7,5,8,4,3,9,8,5,6,2,0,3,5,2,12,0,2,7,9,14,6,6,8,"Normal",22200349
"1","4",8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,5,1,0,"Dyslexia",22200350
