"gender","Grade","LxclScor","FlldScor","cnfgrtnLR","cnfgrtnUD","RdcNoMuti","RdcNodub","trspT","trspV","SRngA","SRngH","PType_Onset","PType_Rime","PType_Tone","PType_None","PType_Mark","PType_1of3","PType_2of3","PType_3of3","MMCScor","MMPScor","MMFScor","COnstScor","CRimScor","CTnScor","POnstScor","PRimScor","PTnScor","DD","stud_ids"
"0","2",49,50,17,28,21,24,22,23,12,33,28,21,23,4,4,13,13,11,45,0,1,2,3,2,1,2,3,"Normal",13221136
"1","2",47,49,12,25,18,19,20,17,8,29,24,17,20,3,3,10,12,9,37,3,3,7,6,2,3,3,2,"Normal",13221137
"1","2",50,50,19,29,23,25,24,24,14,34,30,23,26,4,4,14,13,13,48,0,2,2,2,0,1,1,1,"Normal",13221138
"0","2",2,2,1,1,1,1,1,1,1,1,2,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,"Normal",13221139
"0","2",49,50,16,23,21,18,18,21,11,28,24,20,23,3,4,9,11,12,39,1,2,8,8,2,4,1,2,"Normal",13221140
"1","2",21,21,9,10,12,7,8,11,7,12,12,10,12,0,5,2,4,8,19,0,0,0,0,0,0,0,0,"Normal",13221141
"0","2",45,45,18,24,20,22,20,22,12,30,24,20,21,4,5,12,10,11,42,0,0,2,3,1,2,2,1,"Normal",13221142
"1","2",31,32,10,18,11,17,13,15,8,20,16,15,18,1,2,9,8,8,28,0,1,3,2,1,3,2,1,"Normal",13221143
"0","2",45,45,11,17,13,15,14,14,7,21,17,13,16,1,3,10,6,8,28,4,3,11,13,3,8,6,4,"Normal",13221145
"0","2",49,50,19,26,22,23,21,24,14,31,29,23,24,3,4,13,12,13,45,0,2,3,3,0,1,0,2,"Normal",13221146
"1","2",48,49,16,25,20,21,22,19,11,30,24,20,19,3,5,13,10,10,41,0,3,6,6,0,5,4,1,"Normal",13221147
"0","2",36,38,11,15,13,13,13,13,8,18,17,14,18,0,4,5,7,10,26,0,3,9,7,1,8,7,0,"Normal",13221148
"1","2",42,44,13,21,17,17,16,18,9,25,23,17,16,3,4,8,9,10,34,0,0,4,4,5,4,0,2,"Normal",13221149
"1","2",25,26,7,7,9,5,8,6,4,10,8,5,8,0,4,3,3,4,14,0,0,7,6,2,5,3,2,"Normal",13221150
"1","2",47,50,17,23,21,19,21,19,12,28,23,19,21,4,5,10,10,11,40,0,3,1,6,3,0,3,6,"Normal",13221151
"0","2",50,50,19,28,24,23,23,24,13,34,28,21,24,4,5,14,13,11,47,0,1,3,2,1,2,1,2,"Normal",13221152
"0","2",42,43,14,22,15,21,18,18,12,24,20,17,21,2,4,11,10,9,36,0,3,4,5,2,2,3,2,"Normal",13221153
"1","6",42,48,7,11,8,10,9,9,5,13,12,8,10,1,1,6,6,4,18,0,0,17,7,15,13,6,7,"Normal",21180101
"0","6",48,48,10,24,19,15,17,17,8,26,21,15,15,3,4,9,12,6,34,1,4,13,8,4,6,4,4,"Normal",21180102
"1","6",49,50,7,18,12,13,16,9,4,21,15,11,13,3,2,6,9,5,25,1,1,10,8,14,7,4,6,"Normal",21180103
"0","6",44,49,10,20,13,17,16,14,4,26,16,13,15,3,3,10,8,6,30,2,3,10,6,7,7,5,4,"Normal",21180104
"1","6",38,39,12,13,13,12,10,15,8,17,14,9,17,2,4,7,3,9,25,7,2,10,6,2,1,0,0,"Normal",21180105
"0","6",42,43,11,18,15,14,15,14,7,22,14,12,15,3,5,7,8,6,29,2,1,6,5,4,5,1,2,"Normal",21180106
"1","6",44,47,10,8,10,8,7,11,8,10,12,12,12,0,4,1,4,9,18,4,5,18,16,4,10,6,7,"Normal",21180107
"0","6",35,43,2,1,1,2,2,1,0,3,0,0,2,0,1,2,0,0,3,0,1,6,8,11,5,2,7,"Normal",21180108
"1","6",50,50,13,22,16,19,17,18,9,26,21,17,19,3,2,11,11,8,35,1,3,14,13,2,10,6,2,"Normal",21180109
"0","6",43,44,5,13,11,7,12,6,1,17,15,11,10,0,1,4,7,6,18,1,6,23,9,14,14,7,7,"Normal",21180110
"0","6",49,50,17,24,18,23,22,19,11,30,24,16,21,4,4,13,12,8,41,1,3,5,4,2,4,2,3,"Normal",21180111
"1","6",18,18,2,5,3,4,3,4,2,5,6,7,6,0,0,1,0,6,7,4,0,2,2,0,0,0,0,"Dyslexia",21180112
"0","6",50,50,20,26,21,25,22,24,12,34,27,21,23,5,5,12,13,11,46,0,0,1,1,2,2,1,1,"Normal",21180113
"1","6",50,50,17,24,18,23,18,23,12,29,23,19,22,4,5,11,10,11,41,0,4,4,6,6,4,5,2,"Normal",21180114
"1","6",46,50,15,23,17,21,19,19,8,30,22,17,20,4,5,9,10,10,38,1,1,3,4,5,1,4,2,"Normal",21180115
"1","6",33,33,6,4,6,4,5,5,3,7,7,8,7,0,2,1,0,7,10,9,2,14,9,4,8,4,2,"Dyslexia",21180116
"1","6",29,31,4,3,2,5,2,5,2,5,4,5,5,1,0,2,0,4,7,7,0,12,6,5,4,1,2,"Dyslexia",21180117
"0","6",43,44,15,24,18,21,19,20,10,29,21,19,18,5,5,10,9,10,39,1,1,1,1,1,1,1,0,"Normal",21180118
"1","6",22,22,2,2,2,2,2,2,3,1,1,2,1,0,1,2,1,0,4,1,7,18,17,0,10,10,2,"Normal",21180119
"0","6",39,42,10,17,15,12,16,11,8,19,14,13,14,4,4,4,8,7,27,2,1,5,4,6,2,3,4,"Normal",21180120
"0","6",48,50,12,13,14,11,14,11,4,21,11,9,12,4,4,7,5,5,25,3,1,13,6,13,7,3,9,"Normal",21180121
"0","6",50,50,18,25,21,22,21,22,10,33,25,19,21,5,5,12,10,11,43,1,0,5,2,3,3,1,2,"Normal",21180122
"0","6",46,49,12,24,18,18,19,17,7,29,21,18,17,4,3,10,11,8,36,1,3,8,4,5,4,3,3,"Normal",21180123
"0","6",8,13,3,4,2,5,4,3,2,5,5,6,4,0,1,1,1,4,7,0,0,0,0,1,0,0,0,"Dyslexia",21180124
"0","6",35,44,0,9,6,3,7,2,1,8,7,5,5,1,1,0,4,3,9,3,1,19,3,12,12,3,7,"Normal",21180125
"1","6",34,34,8,10,8,10,9,9,4,14,9,10,9,2,2,5,4,5,18,3,3,9,9,3,4,6,3,"Normal",21180126
"0","6",44,50,10,18,14,14,15,13,5,23,14,12,16,5,3,6,6,8,28,4,1,8,8,8,4,4,1,"Normal",21180127
"0","6",46,50,13,13,14,12,12,14,5,21,11,8,14,5,4,8,2,7,26,2,5,14,10,8,9,7,3,"Normal",21180128
"0","6",49,49,17,21,17,21,17,21,10,28,22,19,19,4,5,10,7,12,38,1,2,9,7,2,5,2,1,"Normal",21180129
"1","6",44,47,11,20,16,15,17,14,5,26,20,15,18,1,4,8,9,9,31,1,1,8,2,9,4,3,3,"Normal",21180130
"1","6",48,50,17,21,18,20,17,21,10,28,23,16,19,3,4,12,11,8,38,0,2,7,5,6,5,3,4,"Normal",21180131
"1","6",50,50,13,28,21,20,21,20,9,32,24,20,23,5,2,12,11,11,41,1,2,7,2,6,5,2,2,"Normal",21180132
"0","6",39,42,12,11,8,15,8,15,7,16,14,12,17,1,2,6,5,9,23,3,3,11,8,8,5,4,6,"Normal",21180133
"1","6",49,50,16,26,22,20,21,21,10,32,26,19,23,4,5,9,13,11,42,1,2,5,3,2,3,2,2,"Normal",21180134
"1","6",48,50,19,24,21,22,19,24,13,30,26,20,23,5,4,12,9,13,43,1,3,4,3,1,2,2,1,"Normal",21180135
"1","6",49,50,18,25,20,23,22,21,12,31,26,19,23,5,3,13,11,11,43,0,2,1,4,4,1,4,2,"Normal",21180136
"1","6",50,50,18,23,20,21,19,22,10,31,26,19,23,4,5,8,12,12,41,0,1,6,5,4,3,4,1,"Normal",21180137
"0","6",49,50,13,28,20,21,20,21,12,29,24,19,21,4,4,12,11,10,41,1,3,4,4,4,4,2,0,"Normal",21180138
"0","6",47,49,15,21,19,17,16,20,9,27,21,16,18,4,5,8,10,9,36,1,1,6,3,5,5,2,6,"Normal",21180139
"1","6",34,36,9,12,10,11,9,12,5,16,14,13,15,0,2,5,5,9,21,5,2,9,7,3,5,3,4,"Normal",21180140
"0","6",44,47,7,6,6,7,6,7,3,10,8,4,5,0,3,5,3,2,13,0,1,14,3,19,8,3,11,"Normal",21180141
"0","6",47,49,10,19,14,15,13,16,8,21,18,15,19,1,3,7,9,9,29,0,4,10,11,9,6,5,7,"Normal",21180142
"0","6",12,12,4,3,2,5,3,4,1,6,3,3,5,1,0,3,1,2,7,0,2,4,2,1,2,2,0,"Normal",21180143
"0","6",38,43,9,17,11,15,11,15,4,22,16,13,17,2,0,9,8,7,26,1,3,9,7,4,5,5,2,"Normal",21180144
"1","6",16,24,2,0,1,1,0,2,1,1,1,0,2,0,0,1,1,0,2,0,0,6,3,1,5,2,3,"Normal",21180145
"0","6",46,49,14,25,19,20,20,19,10,29,22,17,18,4,5,12,9,9,39,1,2,4,4,4,2,3,2,"Normal",21180146
"1","6",43,46,8,11,12,7,13,6,5,14,14,10,15,1,2,2,5,9,19,6,1,14,15,3,3,5,3,"Normal",21180147
"1","6",43,48,8,15,10,13,12,11,3,20,12,10,10,3,2,8,6,4,23,1,1,11,5,13,10,4,9,"Normal",21180150
"1","6",19,22,3,12,6,9,8,7,3,12,8,8,9,1,0,6,5,3,15,0,0,3,2,1,2,0,1,"Normal",21180151
"0","6",39,44,9,18,11,16,12,15,5,22,16,14,16,2,0,10,9,6,27,1,3,10,6,5,7,4,5,"Normal",21180152
"1","6",48,50,15,20,15,20,17,18,11,24,19,13,18,4,5,9,10,7,35,1,3,6,7,3,5,4,2,"Normal",21180153
"1","6",46,48,13,19,17,15,18,14,7,25,23,15,18,1,3,10,8,10,32,0,2,10,3,12,4,2,7,"Normal",21180156
"0","6",49,50,18,27,21,24,22,23,12,33,27,20,23,5,4,13,12,11,45,1,2,2,2,0,0,2,2,"Normal",21180158
"0","6",50,50,12,24,19,17,20,16,8,28,22,14,18,5,4,8,11,8,36,0,1,8,6,13,7,4,8,"Normal",21180159
"1","6",34,37,10,17,11,16,14,13,6,21,16,12,15,3,3,7,6,8,27,0,1,5,2,4,4,2,2,"Normal",21180161
"1","6",47,49,16,26,19,23,22,20,10,32,25,18,22,5,4,12,10,11,42,0,1,4,1,3,4,1,2,"Normal",21180162
"0","6",47,48,5,13,10,8,9,9,2,16,12,9,10,1,1,5,7,4,18,0,7,25,16,8,16,11,8,"Normal",21180201
"1","6",25,33,0,3,3,0,2,1,0,3,3,1,3,0,0,0,2,1,3,0,0,10,7,8,7,7,5,"Dyslexia",21180203
"0","6",48,49,13,25,18,20,20,18,10,28,22,16,22,4,3,11,11,9,38,0,4,6,5,4,5,4,4,"Normal",21180204
"1","6",49,50,10,26,19,17,20,16,9,27,21,18,20,4,3,9,10,10,36,2,2,10,6,8,7,4,3,"Normal",21180205
"1","6",50,50,13,27,19,21,20,20,11,29,22,18,21,4,4,12,11,9,40,0,2,7,3,7,6,3,5,"Normal",21180206
"1","6",37,41,2,8,5,5,5,5,2,8,6,4,4,1,1,2,6,0,10,1,1,9,8,11,9,5,6,"Normal",21180207
"0","6",49,49,16,20,19,17,17,19,10,26,22,18,23,2,4,8,11,11,36,2,0,9,8,4,5,5,0,"Normal",21180208
"0","6",50,50,19,27,21,25,21,25,14,32,27,21,25,5,4,13,12,12,46,1,3,3,3,1,2,1,2,"Normal",21180209
"0","6",47,49,14,22,18,18,17,19,12,24,21,16,20,2,5,10,10,9,36,0,3,5,6,7,3,3,7,"Normal",21180210
"1","6",48,48,14,24,16,22,21,17,8,30,23,19,20,4,2,12,10,10,38,1,3,7,4,7,5,1,5,"Normal",21180211
"0","6",50,50,18,28,22,24,23,23,12,34,29,22,25,5,2,14,13,12,46,0,1,3,1,3,2,1,2,"Normal",21180212
"1","6",14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,4,"Dyslexia",21180213
"0","6",24,27,2,0,2,0,1,1,1,1,2,1,2,0,0,0,1,1,2,0,1,12,1,4,7,1,2,"Normal",21180214
"0","6",49,50,6,14,10,10,11,9,7,13,10,8,9,3,2,6,6,3,20,0,12,27,23,2,21,15,3,"Normal",21180215
"0","6",49,50,18,25,20,23,21,22,12,31,26,19,23,5,3,13,11,11,43,0,0,4,2,5,3,2,4,"Normal",21180216
"0","6",13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,"Dyslexia",21180217
"0","6",38,46,3,5,5,3,5,3,0,8,7,2,5,0,0,3,4,1,8,1,5,29,7,15,19,6,9,"Normal",21180218
"1","6",47,48,14,27,19,22,21,20,11,30,24,18,22,4,4,12,11,10,41,1,1,5,2,3,3,2,1,"Normal",21180219
"1","6",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,"Dyslexia",21180220
"0","6",49,50,14,24,17,21,18,20,12,26,22,18,21,4,3,11,10,10,38,1,3,9,9,1,6,3,3,"Normal",21180221
"0","6",49,50,19,26,21,24,20,25,12,33,27,23,24,5,4,11,12,13,45,0,1,2,1,4,2,1,2,"Normal",21180222
"1","6",42,48,8,15,10,13,13,10,3,20,12,8,14,2,1,10,6,4,23,1,1,12,5,15,8,3,6,"Normal",21180223
"1","6",13,15,1,3,2,2,3,1,0,4,4,3,3,0,0,0,2,2,4,1,0,2,2,6,2,0,5,"Dyslexia",21180224
"0","6",50,50,18,27,20,25,22,23,13,32,28,21,25,4,3,14,12,12,45,0,2,3,4,1,2,3,0,"Normal",21180225
"1","6",50,50,16,24,18,22,20,20,8,32,25,18,23,4,2,12,12,10,40,0,1,6,5,7,4,4,5,"Normal",21180226
"1","6",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,"Dyslexia",21180227
"0","6",48,49,15,26,20,21,22,19,10,31,22,17,21,5,5,12,9,10,41,0,2,5,5,2,4,4,0,"Normal",21180228
"1","6",46,46,14,26,19,21,21,19,11,29,23,17,18,5,5,10,12,8,40,0,2,5,1,4,2,2,3,"Normal",21180229
"1","6",49,50,14,26,19,21,19,21,9,31,25,20,22,4,3,10,12,11,40,1,2,6,6,4,5,3,3,"Normal",21180230
"1","6",36,42,3,4,6,1,4,3,1,6,7,0,4,0,0,3,4,0,7,0,0,23,2,20,14,2,10,"Normal",21180231
"1","6",46,50,16,23,20,19,23,16,10,29,22,15,19,4,4,13,11,7,39,1,2,5,3,4,2,2,3,"Normal",21180232
"0","6",45,49,7,21,15,13,15,13,6,22,15,12,18,5,1,6,9,7,28,1,1,8,9,12,6,3,6,"Normal",21180233
"0","6",9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,"Dyslexia",21180234
"0","6",18,21,1,6,5,2,7,0,0,7,6,3,4,1,0,1,3,2,7,0,2,4,5,7,4,5,4,"Normal",21180235
"0","6",46,50,8,10,9,9,12,6,4,14,8,8,9,3,2,4,6,3,18,1,6,25,7,12,19,4,7,"Normal",21180238
"1","6",45,47,1,7,5,3,7,1,2,6,4,4,5,1,0,3,2,2,8,2,5,23,12,7,15,8,8,"Normal",21180239
"1","6",50,50,11,22,16,17,16,17,12,21,18,16,20,2,3,10,10,8,33,0,7,14,13,5,11,6,3,"Normal",21180240
"1","6",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,2,"Dyslexia",21180241
"0","6",45,47,5,11,6,10,9,7,2,14,6,7,7,2,3,5,3,3,16,1,5,21,10,11,15,5,7,"Normal",21180242
"1","6",48,49,12,17,14,15,18,11,8,21,17,13,14,4,3,8,6,8,29,2,4,15,9,6,10,3,4,"Normal",21180243
"1","6",47,49,7,13,10,10,13,7,6,14,13,7,13,1,3,4,7,5,20,0,2,14,4,18,9,3,9,"Normal",21180244
"0","6",42,47,2,2,1,3,2,2,0,4,1,1,4,0,0,3,0,1,4,0,1,16,4,11,12,5,10,"Dyslexia",21180245
"1","6",48,50,16,21,16,21,18,19,11,26,24,17,22,2,3,11,11,10,37,0,1,5,7,7,3,3,5,"Normal",21180246
"0","6",7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,"Normal",21180247
"0","6",47,50,15,21,17,19,16,20,11,25,20,16,17,3,5,10,11,7,36,1,2,6,5,7,3,3,7,"Normal",21180248
"0","6",47,50,14,21,15,20,17,18,9,26,20,14,17,5,2,11,11,6,35,2,2,7,6,7,5,3,5,"Normal",21180249
"1","6",27,32,4,7,7,4,2,9,4,7,7,6,6,0,3,2,1,5,11,0,1,7,4,11,6,3,6,"Dyslexia",21180250
"0","6",50,50,21,25,22,24,23,23,13,33,27,20,24,5,5,13,11,12,46,1,1,3,3,0,1,2,0,"Normal",21180251
"1","6",46,49,12,16,15,13,15,13,6,22,18,9,13,3,3,8,10,4,28,0,0,10,2,11,8,0,8,"Normal",21180252
"0","6",49,50,19,26,21,24,22,23,13,32,27,20,23,5,4,13,12,11,45,1,1,2,2,3,2,1,1,"Normal",21180253
"0","6",50,50,11,24,17,18,21,14,8,27,20,13,16,5,3,11,10,6,35,0,4,12,3,11,9,3,8,"Normal",21180254
"1","6",21,23,3,7,5,5,7,3,2,8,5,4,5,1,2,2,3,2,10,0,1,5,4,9,3,2,4,"Dyslexia",21180255
"0","6",18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,4,"Normal",21180256
"1","6",45,49,5,4,5,4,4,5,2,7,5,5,5,2,1,0,3,3,9,2,6,26,21,9,18,11,5,"Normal",21180257
"1","6",48,49,16,22,15,23,19,19,10,28,21,15,19,3,5,12,11,7,38,0,2,5,5,4,2,3,6,"Normal",21180258
"1","6",40,44,10,22,15,17,17,15,9,23,16,13,14,5,5,8,7,7,32,0,3,7,3,1,7,3,1,"Normal",21180259
"0","6",41,50,2,10,8,4,9,3,2,10,8,5,8,0,1,4,4,3,12,2,4,17,11,18,9,7,10,"Normal",21180260
"0","6",47,48,10,27,21,16,22,15,9,28,22,18,19,4,4,9,10,10,37,0,2,6,6,5,5,2,3,"Normal",21180261
"0","6",30,39,1,4,1,4,2,3,0,5,2,3,1,0,0,4,1,0,5,0,2,6,6,10,5,4,9,"Dyslexia",21180302
"0","6",50,50,18,25,22,21,20,23,13,30,24,18,22,5,5,12,11,10,43,0,3,4,4,3,4,4,1,"Normal",21180303
"1","6",48,50,13,20,17,16,17,16,8,25,20,17,18,3,2,10,9,9,33,2,6,9,7,10,5,2,6,"Dyslexia",21180304
"1","6",49,50,17,26,21,22,22,21,11,32,25,19,20,5,4,13,12,9,43,0,1,4,2,3,4,2,3,"Normal",21180305
"0","6",47,50,8,15,15,8,11,12,5,18,13,11,13,2,2,6,8,5,23,1,3,14,12,14,7,6,6,"Normal",21180306
"0","6",45,50,13,22,20,15,17,18,9,26,20,14,17,3,5,11,8,8,35,0,1,6,4,6,2,3,4,"Normal",21180307
"1","6",19,22,0,2,1,1,2,0,0,2,1,1,1,1,0,0,0,1,2,0,3,10,9,1,6,1,3,"Dyslexia",21180308
"1","6",48,50,8,15,12,11,12,11,3,20,14,10,15,1,2,8,5,7,23,3,3,17,12,13,8,6,7,"Normal",21180309
"0","6",49,50,16,27,21,22,22,21,12,31,26,20,23,4,5,10,13,11,43,0,1,2,5,3,1,2,2,"Normal",21180310
"1","6",27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,2,1,7,"Normal",21180311
"1","6",26,34,2,0,2,0,1,1,2,0,2,0,1,0,0,1,1,0,2,0,2,13,4,3,9,2,4,"Normal",21180312
"0","6",45,49,0,2,2,0,2,0,0,2,2,1,2,0,0,0,1,1,2,0,4,24,15,6,19,11,4,"Normal",21180313
"1","6",45,50,9,15,11,13,14,10,4,20,17,12,16,2,1,5,8,8,24,0,6,14,7,17,9,6,7,"Normal",21180314
"1","6",50,50,17,21,20,18,18,20,11,27,25,18,20,3,3,11,11,10,38,0,4,9,4,7,5,3,7,"Normal",21180315
"0","6",49,50,11,19,13,17,14,16,5,25,17,12,16,2,3,11,8,6,30,2,4,13,11,9,8,8,4,"Normal",21180316
"0","6",46,47,16,26,18,24,23,19,11,31,23,18,21,5,4,13,11,9,42,0,1,4,0,2,4,1,2,"Normal",21180317
"1","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",21180318
"1","6",45,50,9,17,14,12,14,12,7,19,17,13,16,2,2,8,4,10,26,2,5,9,9,11,6,5,6,"Normal",21180319
"1","6",47,47,11,20,13,18,17,14,9,22,19,15,17,3,2,8,11,7,31,0,7,10,13,2,9,8,3,"Normal",21180320
"1","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dyslexia",21180321
"0","6",45,50,11,22,17,16,15,18,5,28,19,14,20,4,2,10,8,9,33,0,3,8,5,8,6,5,5,"Normal",21180322
"0","6",48,50,17,28,21,24,23,22,13,32,27,22,25,4,4,12,13,12,45,0,1,2,2,1,2,1,0,"Normal",21180323
"0","6",49,49,12,21,17,16,14,19,10,23,20,17,18,3,3,8,10,9,33,2,3,8,11,9,6,5,6,"Normal",21180324
"1","6",45,45,16,25,20,21,20,21,9,32,24,19,22,4,4,12,10,11,41,2,0,4,1,3,1,0,0,"Normal",21180325
"1","6",49,50,16,25,19,22,19,22,12,29,23,20,20,5,4,11,11,10,41,1,2,4,6,3,4,2,3,"Normal",21180326
"1","6",29,32,0,4,1,3,2,2,0,4,3,3,1,0,0,2,1,1,4,0,0,13,3,15,12,3,9,"Dyslexia",21180327
"0","6",45,48,11,15,12,14,14,12,8,18,14,11,12,2,3,8,10,3,26,1,4,10,14,6,8,5,2,"Normal",21180328
"1","6",42,48,8,19,14,13,15,12,6,21,18,13,15,2,1,9,8,7,27,2,4,9,9,9,4,6,6,"Normal",21180329
"0","6",50,50,17,27,22,22,21,23,12,32,27,20,24,5,3,13,11,12,44,1,1,3,2,4,2,1,1,"Normal",21180330
"0","6",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,"Normal",21180331
"1","6",48,50,16,21,20,17,18,19,11,26,23,16,21,3,4,10,10,10,37,1,5,7,5,4,6,3,6,"Normal",21180333
"1","6",36,39,9,15,10,14,13,11,6,18,16,14,14,0,3,4,11,6,24,0,4,9,8,4,4,2,4,"Normal",21180334
"0","6",41,42,12,13,11,14,11,14,7,18,16,14,14,1,2,8,6,8,25,2,4,12,5,9,6,5,5,"Normal",21180335
"1","6",49,50,9,18,15,12,17,10,6,21,18,12,19,2,2,5,10,8,27,1,3,8,12,12,5,5,7,"Normal",21180336
"0","6",49,50,11,22,16,17,16,17,7,26,21,15,18,4,1,10,10,8,33,2,2,13,9,8,9,6,8,"Normal",21180338
"0","6",50,50,19,27,22,24,22,24,12,34,27,20,25,5,5,12,12,12,46,0,3,2,1,1,2,2,1,"Normal",21180339
"1","6",31,39,1,4,2,3,2,3,1,4,3,0,4,0,0,3,2,0,5,0,2,19,6,8,12,5,5,"Dyslexia",21180340
"1","6",24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,9,11,1,6,"Dyslexia",21180341
"0","6",42,42,10,18,13,15,18,10,6,22,15,11,13,4,4,7,7,6,28,0,2,13,4,6,9,2,4,"Normal",21180342
"1","6",43,50,14,20,18,16,17,17,8,26,20,16,18,3,4,9,9,9,34,0,1,6,2,3,4,2,2,"Normal",21180343
"1","6",44,49,2,4,3,3,2,4,1,5,4,3,4,0,0,2,3,1,6,0,4,26,18,9,19,13,9,"Normal",21180345
"1","6",47,50,14,21,20,15,18,17,9,26,23,16,17,2,5,9,10,9,35,0,2,8,4,9,2,3,6,"Normal",21180346
"1","6",16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,"Normal",21180347
"1","6",40,48,11,18,15,14,14,15,8,21,18,14,15,1,2,11,9,6,29,0,1,7,2,9,4,1,4,"Normal",21180348
"1","6",25,25,8,12,10,10,13,7,7,13,12,9,12,1,3,3,9,4,20,0,2,3,3,2,1,0,2,"Normal",21180349
"1","6",9,9,2,2,2,2,1,3,1,3,1,0,2,1,1,1,1,0,4,0,3,4,1,3,4,1,4,"Dyslexia",21180352
"0","6",16,17,1,3,2,2,3,1,1,3,3,2,3,1,0,0,1,2,4,0,0,4,2,6,2,2,5,"Normal",21180353
"0","6",46,46,15,23,18,20,21,17,12,26,22,15,20,3,4,13,10,8,38,0,3,6,6,2,4,4,2,"Normal",21180355
"0","6",48,50,12,20,13,19,18,14,5,27,17,12,18,2,4,11,9,6,32,1,2,13,4,10,9,1,7,"Normal",21180356
"0","6",48,49,12,21,19,14,18,15,9,24,19,16,17,5,3,7,9,9,33,1,3,5,8,11,3,5,5,"Normal",21180357
"1","6",49,50,13,24,16,21,20,17,7,30,21,15,19,4,3,12,11,7,37,1,3,9,9,4,6,8,1,"Normal",21180358
"1","6",15,17,4,4,6,2,4,4,2,6,7,5,6,0,1,0,3,4,8,0,2,2,3,5,2,3,3,"Normal",21180359
"1","5",1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Normal",21190101
"0","5",49,50,15,26,19,22,20,21,11,30,23,18,21,5,4,12,10,10,41,0,2,4,3,6,4,3,3,"Normal",21190103
"1","5",20,23,6,3,5,4,4,5,3,6,6,6,6,0,1,2,2,4,9,2,3,5,5,5,3,4,4,"Normal",21190104
"0","5",50,50,18,26,20,24,22,22,13,31,25,19,20,5,5,13,12,9,44,0,2,2,4,1,2,4,1,"Normal",21190105
"1","5",36,38,10,13,13,10,12,11,6,17,14,10,15,2,3,4,7,7,23,1,0,9,3,7,3,0,2,"Normal",21190106
"0","5",49,50,14,25,18,21,18,21,11,28,24,17,20,3,4,12,11,9,39,1,3,8,5,5,3,4,4,"Normal",21190107
"0","5",42,49,5,13,11,7,11,7,3,15,10,6,14,2,1,4,7,4,18,0,4,17,9,14,12,10,8,"Normal",21190108
"0","5",26,27,4,9,8,5,5,8,2,11,10,9,10,0,1,2,3,7,13,1,3,3,4,3,3,5,4,"Normal",21190109
"0","5",49,50,16,27,19,24,22,21,10,33,25,19,23,5,3,13,12,10,43,0,1,1,4,5,1,4,2,"Normal",21190110
"1","5",50,50,18,26,21,23,21,23,13,31,25,19,23,4,5,14,10,11,44,1,2,4,4,1,2,2,3,"Normal",21190111
"0","5",39,47,5,6,6,5,8,3,2,9,6,5,9,0,2,2,3,4,11,1,4,14,9,11,11,8,9,"Normal",21190112
"1","5",20,24,2,11,7,6,7,6,5,8,7,5,7,1,1,4,6,1,13,0,1,6,1,6,3,1,3,"Normal",21190113
"0","5",27,28,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,8,11,4,7,7,8,"Normal",21190114
"0","5",45,49,12,18,15,15,15,15,10,20,17,11,14,4,5,7,7,7,30,0,1,9,7,6,5,5,6,"Normal",21190115
"0","5",9,13,0,4,2,2,3,1,1,3,3,3,3,0,0,1,1,2,4,0,0,3,1,3,1,1,3,"Normal",21190116
"0","5",45,50,7,21,14,14,16,12,10,18,16,12,17,2,4,6,9,7,28,0,4,11,8,6,8,8,7,"Normal",21190117
"0","5",47,49,10,19,15,14,17,12,10,19,18,12,17,2,4,7,8,8,29,2,2,12,8,9,8,8,5,"Normal",21190118
"0","5",24,27,6,7,6,7,7,6,2,11,5,5,6,1,4,3,2,3,13,0,2,8,1,7,8,1,2,"Normal",21190119
"1","5",19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,7,4,12,5,2,"Dyslexia",21190120
